"expedition_id","member_id","success","year","season","age","expedition_role","oxygen_used"
"BARU94307","BARU94307-05",FALSE,1994,"Autumn",42,"Climber",FALSE
"BARU94307","BARU94307-06",FALSE,1994,"Autumn",26,"Climber",FALSE
"BARU94307","BARU94307-07",FALSE,1994,"Autumn",34,"Climber",FALSE
"BARU94307","BARU94307-08",FALSE,1994,"Autumn",29,"Climber",FALSE
"BARU94307","BARU94307-09",FALSE,1994,"Autumn",29,"Climber",FALSE
"BARU94307","BARU94307-01",FALSE,1994,"Autumn",34,"Leader",FALSE
"BHRI86101","BHRI86101-02",FALSE,1986,"Spring",38,"Exp Doctor",FALSE
"BHRI86101","BHRI86101-03",FALSE,1986,"Spring",27,"Climber",FALSE
"BHRI86101","BHRI86101-04",FALSE,1986,"Spring",27,"Climber",FALSE
"BHRI86101","BHRI86101-05",FALSE,1986,"Spring",24,"Climber",FALSE
"BHRI86101","BHRI86101-01",FALSE,1986,"Spring",52,"Leader",FALSE
"BHRI86101","BHRI86101-06",FALSE,1986,"Spring",28,"Climber",FALSE
"BHRI86101","BHRI86101-07",FALSE,1986,"Spring",28,"Climber",FALSE
"BHRI86101","BHRI86101-08",FALSE,1986,"Spring",38,"Climber",FALSE
"BHRI86101","BHRI86101-09",FALSE,1986,"Spring",25,"Climber",FALSE
"BHRI86101","BHRI86101-12",FALSE,1986,"Spring",25,"Member",FALSE
"BHRI86101","BHRI86101-11",FALSE,1986,"Spring",26,"Climber/H-A Worker",FALSE
"BHRI86101","BHRI86101-10",FALSE,1986,"Spring",25,"Climber/H-A Worker",FALSE
"CHAM91301","CHAM91301-01",TRUE,1991,"Autumn",28,"Climber",FALSE
"CHAM91301","CHAM91301-02",FALSE,1991,"Autumn",30,"Climber",FALSE
"CHAM91301","CHAM91301-03",FALSE,1991,"Autumn",26,"Climber",FALSE
"CHAM91301","CHAM91301-04",FALSE,1991,"Autumn",30,"Exp Doctor",FALSE
"CHAM91301","CHAM91301-05",FALSE,1991,"Autumn",29,"Climber",FALSE
"CHAM91301","CHAM91301-06",FALSE,1991,"Autumn",43,"Climber",FALSE
"CHAM91301","CHAM91301-07",TRUE,1991,"Autumn",24,"Climber",FALSE
"CHAM91301","CHAM91301-08",FALSE,1991,"Autumn",27,"Climber",FALSE
"CHAM91301","CHAM91301-09",TRUE,1991,"Autumn",26,"Climber",FALSE
"CHAM91301","CHAM91301-10",FALSE,1991,"Autumn",27,"Climber",FALSE
"CHOY93304","CHOY93304-03",FALSE,1993,"Autumn",30,"Climber",FALSE
"CHOY93304","CHOY93304-02",FALSE,1993,"Autumn",33,"Deputy Leader",FALSE
"CHOY93304","CHOY93304-04",FALSE,1993,"Autumn",28,"Climber",FALSE
"CHOY93304","CHOY93304-05",FALSE,1993,"Autumn",28,"Climber",FALSE
"CHOY93304","CHOY93304-01",FALSE,1993,"Autumn",32,"Leader",FALSE
"CHOY93304","CHOY93304-06",FALSE,1993,"Autumn",26,"Climber",FALSE
"CHOY93304","CHOY93304-07",FALSE,1993,"Autumn",36,"Climber",FALSE
"CHOY96319","CHOY96319-03",FALSE,1996,"Autumn",24,"Climber",FALSE
"CHOY96319","CHOY96319-04",TRUE,1996,"Autumn",28,"Climber",FALSE
"CHOY96319","CHOY96319-05",TRUE,1996,"Autumn",27,"Climber",FALSE
"CHOY96319","CHOY96319-01",FALSE,1996,"Autumn",35,"Leader of Jap. Mbrs",FALSE
"CHOY96319","CHOY96319-06",TRUE,1996,"Autumn",34,"Climber",FALSE
"CHOY96319","CHOY96319-07",FALSE,1996,"Autumn",66,"Climber",FALSE
"CHOY96319","CHOY96319-08",TRUE,1996,"Autumn",42,"Climber",FALSE
"CHOY96319","CHOY96319-09",FALSE,1996,"Autumn",56,"Climber",FALSE
"CHOY96319","CHOY96319-10",FALSE,1996,"Autumn",36,"Climber",TRUE
"CHOY96319","CHOY96319-11",FALSE,1996,"Autumn",30,"Climber",FALSE
"CHOY96319","CHOY96319-02",FALSE,1996,"Autumn",44,"Leader",FALSE
"CHOY97103","CHOY97103-02",TRUE,1997,"Spring",27,"Climber",TRUE
"CHOY97103","CHOY97103-03",TRUE,1997,"Spring",26,"Climber",TRUE
"CHOY97103","CHOY97103-04",TRUE,1997,"Spring",32,"Climber",TRUE
"CHOY97103","CHOY97103-05",FALSE,1997,"Spring",37,"Climber",FALSE
"CHOY97103","CHOY97103-06",FALSE,1997,"Spring",40,"Climber",FALSE
"CHOY97103","CHOY97103-01",TRUE,1997,"Spring",35,"Leader",TRUE
"CHOY97103","CHOY97103-07",FALSE,1997,"Spring",49,"Climber",FALSE
"CHOY97103","CHOY97103-08",TRUE,1997,"Spring",35,"Climber",TRUE
"CHOY97103","CHOY97103-09",FALSE,1997,"Spring",31,"Climber",TRUE
"CHOY97103","CHOY97103-10",FALSE,1997,"Spring",54,"Climber",TRUE
"CHOY97103","CHOY97103-11",FALSE,1997,"Spring",34,"Climber",FALSE
"DHA183302","DHA183302-01",FALSE,1983,"Autumn",25,"Leader",FALSE
"DHA183302","DHA183302-03",FALSE,1983,"Autumn",25,"Climber",FALSE
"DHA183302","DHA183302-04",FALSE,1983,"Autumn",30,"Climber",FALSE
"DHA183302","DHA183302-02",FALSE,1983,"Autumn",25,"Deputy Leader",FALSE
"DHA183302","DHA183302-05",FALSE,1983,"Autumn",25,"Exp Doctor",FALSE
"DHA183302","DHA183302-06",FALSE,1983,"Autumn",24,"Climber",FALSE
"DHA183302","DHA183302-07",FALSE,1983,"Autumn",22,"Climber",FALSE
"DHA193302","DHA193302-01",TRUE,1993,"Autumn",32,"Leader",FALSE
"DHA193302","DHA193302-02",FALSE,1993,"Autumn",48,"Climber",FALSE
"DHA193302","DHA193302-03",FALSE,1993,"Autumn",35,"Climber",FALSE
"DHA193302","DHA193302-04",FALSE,1993,"Autumn",51,"Climber",FALSE
"DHA193302","DHA193302-05",FALSE,1993,"Autumn",41,"Climber",FALSE
"DHA196104","DHA196104-01",FALSE,1996,"Spring",36,"Leader",FALSE
"DHA196104","DHA196104-03",FALSE,1996,"Spring",38,"Climber",FALSE
"DHA196104","DHA196104-05",FALSE,1996,"Spring",28,"Climber",FALSE
"DHA196104","DHA196104-06",FALSE,1996,"Spring",28,"Climber",FALSE
"DHA196104","DHA196104-07",FALSE,1996,"Spring",45,"Climber",FALSE
"DHA196104","DHA196104-08",FALSE,1996,"Spring",21,"Climber",FALSE
"DHA196104","DHA196104-02",FALSE,1996,"Spring",42,"Climber",FALSE
"DHA197107","DHA197107-03",FALSE,1997,"Spring",40,"Climber",FALSE
"DHA197107","DHA197107-04",FALSE,1997,"Spring",33,"Exp Doctor",FALSE
"DHA197107","DHA197107-05",FALSE,1997,"Spring",30,"Climber",FALSE
"DHA197107","DHA197107-06",FALSE,1997,"Spring",31,"Climber",FALSE
"DHA197107","DHA197107-02",FALSE,1997,"Spring",36,"Deputy Leader",FALSE
"DHA197107","DHA197107-01",FALSE,1997,"Spring",31,"Leader",FALSE
"DHA197307","DHA197307-01",FALSE,1997,"Autumn",50,"Leader",FALSE
"DHA197307","DHA197307-02",FALSE,1997,"Autumn",40,"Exp Doctor",FALSE
"DHA197307","DHA197307-04",FALSE,1997,"Autumn",39,"Climber",FALSE
"DHA197307","DHA197307-05",FALSE,1997,"Autumn",31,"Climber",FALSE
"DHA197307","DHA197307-06",FALSE,1997,"Autumn",44,"Climber",FALSE
"DHA197307","DHA197307-07",FALSE,1997,"Autumn",38,"Climber",FALSE
"DHA198107","DHA198107-01",TRUE,1998,"Spring",36,"Leader",FALSE
"DHA198107","DHA198107-02",FALSE,1998,"Spring",58,"Deputy Leader",FALSE
"DHA198107","DHA198107-05",FALSE,1998,"Spring",25,"Climber",FALSE
"DHA198107","DHA198107-06",FALSE,1998,"Spring",43,"Climber",FALSE
"DHA198107","DHA198107-08",FALSE,1998,"Spring",27,"Climber",FALSE
"DHA198107","DHA198107-09",FALSE,1998,"Spring",40,"Climber",FALSE
"DHA198107","DHA198107-10",TRUE,1998,"Spring",33,"Climber",FALSE
"DHA198107","DHA198107-03",FALSE,1998,"Spring",36,"Climber",FALSE
"DHA198107","DHA198107-04",FALSE,1998,"Spring",49,"Climber",FALSE
"DHA198107","DHA198107-07",FALSE,1998,"Spring",33,"Climber",FALSE
"DHAM88301","DHAM88301-01",FALSE,1988,"Autumn",52,"Leader, Exp Doctor",FALSE
"DHAM88301","DHAM88301-02",FALSE,1988,"Autumn",52,"Climber",FALSE
"DHAM88301","DHAM88301-03",FALSE,1988,"Autumn",39,"Climber",FALSE
"DHAM88301","DHAM88301-04",FALSE,1988,"Autumn",35,"Climber",FALSE
"DHAM88301","DHAM88301-05",FALSE,1988,"Autumn",37,"Climber",FALSE
"DHAM88301","DHAM88301-06",FALSE,1988,"Autumn",42,"Climber",FALSE
"DHAM88301","DHAM88301-07",FALSE,1988,"Autumn",42,"Climber",FALSE
"DHAM88301","DHAM88301-08",FALSE,1988,"Autumn",38,"Climber",FALSE
"EVER86101","EVER86101-02",FALSE,1986,"Spring",33,"Climber",FALSE
"EVER86101","EVER86101-03",FALSE,1986,"Spring",31,"Climber",FALSE
"EVER86101","EVER86101-04",FALSE,1986,"Spring",27,"Climber",FALSE
"EVER86101","EVER86101-05",FALSE,1986,"Spring",27,"Climber",FALSE
"EVER86101","EVER86101-07",FALSE,1986,"Spring",28,"Climber",FALSE
"EVER86101","EVER86101-01",FALSE,1986,"Spring",55,"Leader",FALSE
"EVER86101","EVER86101-09",FALSE,1986,"Spring",33,"Climber",FALSE
"EVER86101","EVER86101-10",FALSE,1986,"Spring",29,"Climber",FALSE
"EVER89304","EVER89304-02",FALSE,1989,"Autumn",37,"Climber",FALSE
"EVER89304","EVER89304-03",FALSE,1989,"Autumn",37,"Exp Doctor",FALSE
"EVER89304","EVER89304-04",FALSE,1989,"Autumn",40,"Climber",FALSE
"EVER89304","EVER89304-05",FALSE,1989,"Autumn",47,"Climber",FALSE
"EVER89304","EVER89304-06",FALSE,1989,"Autumn",51,"Climber",FALSE
"EVER89304","EVER89304-07",FALSE,1989,"Autumn",43,"Climber",FALSE
"EVER89304","EVER89304-08",FALSE,1989,"Autumn",35,"Climber",FALSE
"EVER89304","EVER89304-09",FALSE,1989,"Autumn",35,"Climber",FALSE
"EVER89304","EVER89304-10",FALSE,1989,"Autumn",41,"Climber",FALSE
"EVER89304","EVER89304-11",FALSE,1989,"Autumn",41,"Climber",FALSE
"EVER89304","EVER89304-12",FALSE,1989,"Autumn",35,"Climber",FALSE
"EVER89304","EVER89304-01",FALSE,1989,"Autumn",56,"Leader",FALSE
"EVER89304","EVER89304-13",FALSE,1989,"Autumn",25,"Climber",FALSE
"EVER89304","EVER89304-14",FALSE,1989,"Autumn",53,"Climber",FALSE
"EVER89304","EVER89304-15",FALSE,1989,"Autumn",52,"Climber",FALSE
"EVER89304","EVER89304-16",FALSE,1989,"Autumn",39,"Climber",FALSE
"EVER89304","EVER89304-17",FALSE,1989,"Autumn",26,"Climber",FALSE
"EVER89304","EVER89304-18",FALSE,1989,"Autumn",28,"Climber",FALSE
"EVER89304","EVER89304-19",FALSE,1989,"Autumn",45,"Climber",FALSE
"EVER89304","EVER89304-20",FALSE,1989,"Autumn",33,"Climber",FALSE
"EVER89304","EVER89304-21",FALSE,1989,"Autumn",40,"Climber",FALSE
"EVER89304","EVER89304-22",FALSE,1989,"Autumn",33,"Climber",FALSE
"EVER91108","EVER91108-03",FALSE,1991,"Spring",27,"Climber",FALSE
"EVER91108","EVER91108-04",FALSE,1991,"Spring",30,"Climber",FALSE
"EVER91108","EVER91108-05",FALSE,1991,"Spring",35,"Climber",FALSE
"EVER91108","EVER91108-02",FALSE,1991,"Spring",43,"Deputy Leader",FALSE
"EVER91108","EVER91108-06",FALSE,1991,"Spring",35,"Climber",FALSE
"EVER91108","EVER91108-07",FALSE,1991,"Spring",26,"Climber",TRUE
"EVER91108","EVER91108-08",FALSE,1991,"Spring",24,"Climber",FALSE
"EVER91108","EVER91108-09",FALSE,1991,"Spring",26,"Climber",FALSE
"EVER91108","EVER91108-01",FALSE,1991,"Spring",47,"Leader",FALSE
"EVER91108","EVER91108-10",FALSE,1991,"Spring",26,"Climber",FALSE
"EVER91108","EVER91108-11",FALSE,1991,"Spring",36,"Climber",TRUE
"EVER91108","EVER91108-12",FALSE,1991,"Spring",27,"Climber",FALSE
"EVER96302","EVER96302-03",TRUE,1996,"Autumn",26,"Climber",TRUE
"EVER96302","EVER96302-02",FALSE,1996,"Autumn",34,"Climbing Leader",FALSE
"EVER96302","EVER96302-04",FALSE,1996,"Autumn",26,"Exp Doctor",FALSE
"EVER96302","EVER96302-01",FALSE,1996,"Autumn",38,"Leader",FALSE
"EVER96302","EVER96302-05",FALSE,1996,"Autumn",35,"Climber",FALSE
"EVER96302","EVER96302-06",FALSE,1996,"Autumn",29,"Climber",FALSE
"EVER96302","EVER96302-07",FALSE,1996,"Autumn",27,"Climber",FALSE
"EVER96302","EVER96302-08",TRUE,1996,"Autumn",25,"Climber",TRUE
"EVER96302","EVER96302-09",FALSE,1996,"Autumn",23,"Climber",FALSE
"EVER96302","EVER96302-13",TRUE,1996,"Autumn",24,"H-A Worker",TRUE
"EVER96302","EVER96302-12",TRUE,1996,"Autumn",28,"H-A Worker",TRUE
"EVER96302","EVER96302-11",TRUE,1996,"Autumn",33,"H-A Worker",TRUE
"EVER97105","EVER97105-04",FALSE,1997,"Spring",42,"BC Manager",TRUE
"EVER97105","EVER97105-05",FALSE,1997,"Spring",40,"Climber",FALSE
"EVER97105","EVER97105-06",FALSE,1997,"Spring",46,"Climber",FALSE
"EVER97105","EVER97105-01",FALSE,1997,"Spring",60,"General Leader",TRUE
"EVER97105","EVER97105-07",FALSE,1997,"Spring",47,"Exp Doctor",FALSE
"EVER97105","EVER97105-08",FALSE,1997,"Spring",56,"Climber",FALSE
"EVER97105","EVER97105-09",FALSE,1997,"Spring",23,"Climber",FALSE
"EVER97105","EVER97105-10",FALSE,1997,"Spring",26,"Climber",FALSE
"EVER97105","EVER97105-02",FALSE,1997,"Spring",53,"Leader",TRUE
"EVER97105","EVER97105-03",FALSE,1997,"Spring",34,"Climbing Leader",FALSE
"EVER97105","EVER97105-11",FALSE,1997,"Spring",35,"Climber",FALSE
"EVER98116","EVER98116-02",FALSE,1998,"Spring",39,"Climber",TRUE
"EVER98116","EVER98116-01",TRUE,1998,"Spring",41,"Leader",TRUE
"EVER98116","EVER98116-03",TRUE,1998,"Spring",29,"Climber",TRUE
"EVER98116","EVER98116-05",TRUE,1998,"Spring",27,"H-A Worker",TRUE
"EVER98116","EVER98116-04",TRUE,1998,"Spring",23,"H-A Worker",TRUE
"EVER98116","EVER98116-06",TRUE,1998,"Spring",19,"H-A Worker",TRUE
"FANG97301","FANG97301-02",FALSE,1997,"Autumn",35,"Climbing Leader",FALSE
"FANG97301","FANG97301-05",FALSE,1997,"Autumn",25,"Climber",FALSE
"FANG97301","FANG97301-06",FALSE,1997,"Autumn",27,"Climber",FALSE
"FANG97301","FANG97301-07",FALSE,1997,"Autumn",26,"Climber",FALSE
"FANG97301","FANG97301-08",FALSE,1997,"Autumn",27,"Climber",FALSE
"FANG97301","FANG97301-03",FALSE,1997,"Autumn",64,"Deputy Leader",FALSE
"FANG97301","FANG97301-04",FALSE,1997,"Autumn",64,"Deputy Leader",FALSE
"FANG97301","FANG97301-09",FALSE,1997,"Autumn",32,"Climber",FALSE
"FANG97301","FANG97301-01",FALSE,1997,"Autumn",47,"Leader",FALSE
"GAN379301","GAN379301-03",TRUE,1979,"Autumn",22,"Climber",FALSE
"GAN379301","GAN379301-04",TRUE,1979,"Autumn",29,"Climber",FALSE
"GAN379301","GAN379301-05",TRUE,1979,"Autumn",23,"Climber",FALSE
"GAN379301","GAN379301-02",TRUE,1979,"Autumn",33,"Climbing Ldr/Exp Doctor",FALSE
"GAN379301","GAN379301-01",FALSE,1979,"Autumn",42,"Leader",FALSE
"GAN379301","GAN379301-08",TRUE,1979,"Autumn",21,"Climber",FALSE
"GAN379301","GAN379301-06",TRUE,1979,"Autumn",28,"Climber",FALSE
"GAN379301","GAN379301-07",TRUE,1979,"Autumn",36,"Climber",FALSE
"GAN379301","GAN379301-09",TRUE,1979,"Autumn",22,"H-A Worker",FALSE
"GAUR83101","GAUR83101-02",FALSE,1983,"Spring",28,"Climber",FALSE
"GAUR83101","GAUR83101-03",FALSE,1983,"Spring",32,"Climber",FALSE
"GAUR83101","GAUR83101-04",FALSE,1983,"Spring",30,"Climber",FALSE
"GAUR83101","GAUR83101-05",FALSE,1983,"Spring",21,"Climber",FALSE
"GAUR83101","GAUR83101-07",FALSE,1983,"Spring",26,"Climber",FALSE
"GAUR83101","GAUR83101-06",FALSE,1983,"Spring",27,"Climber",FALSE
"GAUR83101","GAUR83101-08",FALSE,1983,"Spring",21,"Climber",FALSE
"GAUR83101","GAUR83101-09",FALSE,1983,"Spring",39,"Climber",FALSE
"GAUR83101","GAUR83101-01",FALSE,1983,"Spring",26,"Leader",FALSE
"JANU89401","JANU89401-03",FALSE,1989,"Winter",39,"Climber",FALSE
